cell_line,condition,score,type,label
Hela,WT1,0.24506374,real,negative
Hela,WT2,0.10025206,real,negative
PANC-1,WT2,0.000322291,real,negative
PANC-1,WT1,0.08887854,real,negative
Hela,KO3,0.334226,real,negative
Hela,KO1,0.8060302,real,negative
Hela,KO3,0.5514988,real,negative
Hela,WT2,0.53561854,real,negative
Hela,WT3,0.29832384,real,negative
PANC-1,OE1,0.57555795,real,negative
Hela,WT3,0.4477339,real,negative
Hela,WT1,0.2709979,real,negative
PANC-1,OE3,0.000608497,real,negative
Hela,KO2,0.1335504,real,negative
Hela,WT1,0.9600163,real,positive
PANC-1,OE1,0.007826171,real,negative
PANC-1,WT1,0.028570311,real,negative
Hela,WT2,0.9793649,real,negative
PANC-1,WT3,0.002034123,real,negative
PANC-1,OE3,0.004692433,real,negative
Hela,WT3,0.6132381,real,negative
PANC-1,WT1,0.000555496,real,negative
PANC-1,OE1,0.014048812,real,negative
Hela,KO2,0.4162567,real,negative
Hela,KO1,0.37705722,real,negative
PANC-1,OE1,0.000882141,real,negative
PANC-1,WT3,0.0081823,real,negative
Hela,WT2,0.22725752,real,negative
PANC-1,WT3,0.08725766,real,negative
PANC-1,WT3,0.001455858,real,negative
Hela,WT2,0.031392794,real,negative
PANC-1,WT2,0.047743816,real,negative
Hela,WT2,0.42228726,real,negative
PANC-1,WT3,0.001100317,real,negative
Hela,WT3,0.07539048,real,negative
Hela,WT1,0.9394164,real,negative
Hela,WT1,0.7417162,real,negative
Hela,KO2,0.004360038,real,negative
Hela,KO2,0.92094207,real,negative
Hela,WT1,0.10453692,real,negative
Hela,WT2,0.7966642,real,negative
Hela,WT1,0.3981255,real,negative
PANC-1,OE1,0.00444338,real,negative
Hela,WT3,0.6755183,real,negative
Hela,KO1,0.04172761,real,negative
Hela,WT2,0.13356438,real,negative
Hela,KO3,0.9569696,real,negative
PANC-1,OE1,0.05602816,real,negative
Hela,KO1,0.94150627,real,negative
Hela,WT3,0.34837875,real,negative
Hela,KO1,0.11511445,real,negative
Hela,KO2,0.042776003,real,negative
PANC-1,WT1,0.026491052,real,negative
PANC-1,OE2,0.00724003,real,negative
PANC-1,OE3,0.60068506,real,negative
PANC-1,WT2,0.001717545,real,negative
Hela,WT1,0.03610535,real,negative
Hela,WT3,0.41872635,real,negative
Hela,WT1,0.6696601,real,negative
PANC-1,OE1,0.07146731,real,negative
Hela,KO2,0.12290885,real,negative
PANC-1,WT2,0.009349263,real,negative
Hela,KO1,0.4239343,real,negative
PANC-1,WT3,0.004861801,real,negative
Hela,WT1,0.804253,real,negative
PANC-1,WT2,0.001075032,real,negative
Hela,KO3,0.15727817,real,negative
Hela,KO2,0.68466485,real,negative
PANC-1,OE1,0.111617416,real,negative
Hela,KO3,0.026531992,real,negative
PANC-1,WT1,0.044299167,real,negative
PANC-1,WT2,0.009865933,real,negative
PANC-1,WT1,0.026921514,real,negative
PANC-1,WT1,0.01863139,real,negative
Hela,WT2,0.016105533,real,negative
Hela,KO2,0.2578797,real,negative
PANC-1,OE1,0.06194319,real,negative
Hela,KO1,0.94819,real,negative
Hela,WT2,0.6853191,real,negative
Hela,KO3,0.9709008,real,positive
PANC-1,WT1,0.018604672,real,negative
Hela,KO2,0.49200094,real,negative
Hela,KO3,0.24008472,real,negative
PANC-1,OE1,0.008476931,real,negative
PANC-1,WT2,0.13609183,real,negative
PANC-1,OE1,0.13602044,real,negative
PANC-1,OE2,0.68281543,real,negative
PANC-1,WT2,0.009445136,real,negative
PANC-1,OE3,0.00867202,real,negative
PANC-1,OE2,0.002409022,real,negative
Hela,KO3,0.022848608,real,negative
Hela,WT2,0.15889429,real,negative
Hela,WT1,0.77910155,real,negative
Hela,KO2,0.024643563,real,negative
PANC-1,WT2,0.001614264,real,negative
Hela,KO3,0.03524243,real,negative
PANC-1,WT3,0.20879571,real,negative
PANC-1,WT3,0.06751832,real,negative
Hela,WT1,0.101420596,real,negative
Hela,KO3,0.72501606,real,negative
PANC-1,WT1,0.002597119,real,negative
Hela,WT1,0.05532468,real,negative
Hela,KO1,0.7825478,real,negative
PANC-1,OE3,0.7364577,real,negative
Hela,WT3,0.022285132,real,negative
PANC-1,WT2,0.08696207,real,negative
PANC-1,WT2,0.03944531,real,negative
Hela,WT3,0.006344375,real,negative
Hela,KO1,0.07053425,real,negative
PANC-1,OE1,0.1602402,real,negative
Hela,WT3,0.18978477,real,negative
PANC-1,OE2,0.110219285,real,negative
PANC-1,WT3,0.085321255,real,negative
PANC-1,WT2,0.043974776,real,negative
PANC-1,WT2,0.02887679,real,negative
PANC-1,WT2,0.04692414,real,negative
Hela,KO3,0.028352655,real,negative
PANC-1,OE2,0.000292615,real,negative
Hela,WT1,0.49005944,real,negative
PANC-1,WT3,0.015641527,real,negative
Hela,WT1,0.24049103,real,negative
Hela,KO3,0.009329494,real,negative
PANC-1,OE1,0.007099328,real,negative
PANC-1,OE3,0.05441174,real,negative
PANC-1,OE2,0.49590102,real,negative
PANC-1,WT3,0.03226157,real,negative
PANC-1,OE1,0.08228925,real,negative
PANC-1,WT1,0.002179216,real,negative
Hela,WT1,0.550824,real,negative
Hela,KO2,0.006932822,real,negative
PANC-1,OE3,0.010021412,real,negative
PANC-1,OE1,0.016620114,real,negative
Hela,WT2,0.08057678,real,negative
Hela,WT2,0.6706059,real,negative
PANC-1,WT1,0.014233554,real,negative
PANC-1,WT3,0.004469594,real,negative
Hela,KO3,0.22151542,real,negative
Hela,WT1,0.9819664,real,negative
PANC-1,OE2,0.01954573,real,negative
PANC-1,OE3,0.045043983,real,negative
Hela,KO2,0.05032793,real,negative
Hela,KO1,0.7348916,real,negative
PANC-1,WT2,0.006915267,real,negative
Hela,WT3,0.6043248,real,negative
PANC-1,OE1,0.000858371,real,negative
PANC-1,WT1,0.027577328,real,negative
Hela,WT1,0.12445685,real,negative
Hela,KO2,0.012594279,real,negative
Hela,KO2,0.32201436,real,negative
PANC-1,WT2,0.01987251,real,negative
PANC-1,WT3,0.05827105,real,negative
PANC-1,OE1,0.002601075,real,negative
PANC-1,WT2,0.027120067,real,negative
Hela,KO2,0.39699787,real,negative
PANC-1,WT2,0.002488822,real,negative
Hela,KO1,0.8350187,real,negative
PANC-1,WT3,0.11774762,real,negative
Hela,KO1,0.43670487,real,negative
Hela,KO3,0.30852178,real,negative
Hela,WT2,0.08110683,real,negative
PANC-1,WT3,0.0847698,real,negative
Hela,KO3,0.19955915,real,negative
Hela,KO3,0.04626416,real,negative
Hela,WT2,0.9832772,real,negative
Hela,WT3,0.37569416,real,negative
PANC-1,OE1,0.000720082,real,negative
Hela,WT3,0.16920689,real,negative
PANC-1,OE1,0.1047376,real,negative
PANC-1,WT2,0.77444875,real,negative
PANC-1,OE1,0.08040154,real,negative
PANC-1,OE3,0.003563123,real,negative
PANC-1,OE2,0.19030432,real,negative
Hela,KO1,0.031376015,real,negative
Hela,KO3,0.021368943,real,negative
PANC-1,OE3,0.000300842,real,negative
PANC-1,WT1,0.1652534,real,negative
PANC-1,OE1,0.043674476,real,negative
Hela,WT1,0.5241914,real,negative
PANC-1,WT2,0.000997312,real,negative
Hela,WT2,0.8364418,real,negative
Hela,WT3,0.91825044,real,positive
PANC-1,WT1,0.055488504,real,negative
PANC-1,WT2,0.09135826,real,negative
PANC-1,WT2,0.08062465,real,negative
Hela,WT2,0.41551602,real,negative
Hela,WT2,0.32762876,real,negative
Hela,KO3,0.91420263,real,negative
Hela,WT2,0.9830594,real,negative
Hela,WT3,0.95163864,real,negative
Hela,WT2,0.04120586,real,negative
PANC-1,WT2,0.07244957,real,negative
Hela,WT2,0.97682136,real,negative
Hela,WT2,0.2231187,real,negative
PANC-1,OE2,0.3883348,real,negative
PANC-1,WT1,0.026446633,real,negative
PANC-1,WT3,0.007150259,real,negative
Hela,KO3,0.24790247,real,negative
Hela,KO1,0.045445845,real,negative
PANC-1,OE3,0.09104733,real,negative
Hela,KO2,0.8044206,real,negative
PANC-1,OE2,0.008082995,real,negative
PANC-1,WT1,0.00074054,real,negative
Hela,KO1,0.55312574,real,negative
PANC-1,WT3,0.05670738,real,negative
PANC-1,OE3,0.03421879,real,negative
PANC-1,WT2,0.18278794,real,negative
PANC-1,OE2,0.017492495,real,negative
PANC-1,OE3,0.00150581,real,negative
Hela,WT2,0.05828455,real,negative
Hela,KO3,0.41331646,real,negative
Hela,WT3,0.1940148,real,negative
PANC-1,OE1,0.43722594,real,negative
Hela,KO1,0.3857365,real,negative
PANC-1,WT2,0.001593801,real,negative
Hela,WT2,0.035557255,real,negative
PANC-1,OE1,0.014665976,real,negative
Hela,WT1,0.40640503,real,negative
Hela,WT2,0.41073626,real,negative
PANC-1,WT3,0.006195823,real,negative
Hela,WT1,0.10050536,real,negative
PANC-1,WT1,0.004678027,real,negative
PANC-1,OE1,0.21615948,real,negative
Hela,WT1,0.60430074,real,negative
Hela,KO3,0.11757058,real,negative
Hela,KO1,0.14017177,real,negative
PANC-1,WT3,0.012927845,real,negative
Hela,KO1,0.07496222,real,negative
PANC-1,OE3,0.057984576,real,negative
Hela,KO3,0.048798017,real,negative
PANC-1,WT3,0.002034448,real,negative
Hela,WT3,0.17885573,real,negative
Hela,WT2,0.15598069,real,negative
PANC-1,OE1,0.007054544,real,negative
PANC-1,OE3,0.075922534,real,negative
Hela,KO3,0.04790654,real,negative
PANC-1,WT1,0.46387172,real,negative
PANC-1,WT3,0.30708212,real,negative
PANC-1,WT3,0.016790865,real,negative
Hela,KO3,0.008762763,real,negative
Hela,WT3,0.7814361,real,negative
Hela,KO3,0.012449759,real,negative
Hela,KO1,0.1733462,real,negative
PANC-1,WT2,0.002903486,real,negative
PANC-1,WT3,0.01037327,real,negative
Hela,WT1,0.07960265,real,negative
PANC-1,OE2,0.001027717,real,negative
PANC-1,OE3,0.2548631,real,negative
PANC-1,OE3,0.002871619,real,negative
PANC-1,WT1,0.003158863,real,negative
PANC-1,OE1,0.015107035,real,negative
PANC-1,OE2,0.04387093,real,negative
Hela,WT3,0.26377898,real,negative
PANC-1,WT1,0.05581526,real,negative
PANC-1,WT3,0.022815501,real,negative
PANC-1,OE3,0.049774364,real,negative
Hela,WT3,0.6706235,real,negative
Hela,KO3,0.59302634,real,negative
Hela,WT2,0.9894722,real,negative
PANC-1,OE2,0.015049831,real,negative
PANC-1,WT1,0.44879276,real,negative
PANC-1,WT2,0.9538541,real,negative
PANC-1,OE3,0.001817877,real,negative
PANC-1,WT3,0.06812043,real,negative
Hela,KO2,0.09932347,real,negative
PANC-1,WT1,0.13601817,real,negative
PANC-1,WT2,0.014491092,real,negative
Hela,KO2,0.26849347,real,negative
PANC-1,WT1,0.005990245,real,negative
PANC-1,WT3,0.032478724,real,negative
Hela,KO2,0.6091189,real,negative
Hela,WT3,0.22512148,real,negative
PANC-1,WT3,0.005309442,real,negative
Hela,KO2,0.97790956,real,negative
Hela,KO2,0.002976449,real,negative
PANC-1,WT3,0.050448034,real,negative
PANC-1,WT2,0.003285791,real,negative
PANC-1,OE2,0.004963192,real,negative
PANC-1,WT1,0.072225794,real,negative
Hela,KO1,0.003388427,real,negative
Hela,KO1,0.61655265,real,negative
PANC-1,OE1,0.07998854,real,negative
Hela,KO3,0.19900629,real,negative
PANC-1,OE2,0.006647685,real,negative
PANC-1,WT1,0.05191562,real,negative
PANC-1,WT2,0.6189593,real,negative
Hela,WT1,0.14948496,real,negative
PANC-1,OE3,0.011136487,real,negative
PANC-1,WT3,0.004412543,real,negative
PANC-1,OE2,0.36666277,real,negative
PANC-1,WT2,0.000789591,real,negative
Hela,WT2,0.88215226,real,negative
Hela,WT3,0.07909146,real,negative
PANC-1,WT3,0.2730933,real,negative
Hela,KO1,0.86393124,real,negative
PANC-1,OE2,0.09018011,real,negative
PANC-1,WT3,0.00797975,real,negative
PANC-1,WT1,0.2805425,real,negative
Hela,WT2,0.05328552,real,negative
Hela,WT1,0.117638215,real,negative
Hela,WT1,0.731929,real,negative
PANC-1,WT3,0.021835743,real,negative
PANC-1,WT1,0.10021108,real,negative
PANC-1,WT3,0.010306316,real,negative
Hela,KO3,0.22182305,real,negative
Hela,WT2,0.7296867,real,negative
Hela,WT1,0.4194714,real,negative
PANC-1,WT2,0.002468133,real,negative
PANC-1,WT2,0.003158474,real,negative
Hela,KO1,0.004703785,real,negative
Hela,KO1,0.26660496,real,negative
Hela,WT3,0.9876155,real,positive
Hela,KO3,0.9693713,real,negative
Hela,WT1,0.845012,real,negative
PANC-1,WT3,0.003588609,real,negative
Hela,WT3,0.19911012,real,negative
Hela,KO3,0.19382428,real,negative
PANC-1,WT2,0.004219146,real,negative
Hela,KO1,0.068079874,real,negative
Hela,KO1,0.6803276,real,negative
PANC-1,OE1,0.62939084,real,negative
PANC-1,WT3,0.5168297,real,negative
PANC-1,OE3,0.008463051,real,negative
Hela,WT2,0.8949078,real,negative
PANC-1,WT1,0.007507707,real,negative
PANC-1,OE1,0.03157375,real,negative
PANC-1,OE3,0.015684595,real,negative
PANC-1,WT2,0.055256233,real,negative
PANC-1,OE3,0.008161183,real,negative
PANC-1,OE2,0.25577,real,negative
PANC-1,OE2,0.017250028,real,negative
PANC-1,WT2,0.011079357,real,negative
Hela,WT1,0.005895915,real,negative
PANC-1,OE1,0.003950547,real,negative
Hela,KO3,0.13133484,real,negative
PANC-1,WT1,0.041940898,real,negative
Hela,WT3,0.17513524,real,negative
Hela,WT3,0.33998007,real,negative
Hela,WT1,0.10939573,real,negative
Hela,KO2,0.24739668,real,negative
Hela,WT1,0.94538754,real,negative
PANC-1,OE2,0.024962442,real,negative
Hela,WT1,0.33306825,real,negative
Hela,WT2,0.98781013,real,negative
Hela,WT2,0.90534616,real,positive
PANC-1,WT3,0.011633839,real,negative
PANC-1,WT1,0.006828985,real,negative
Hela,KO1,0.24875182,real,negative
PANC-1,WT2,0.002530508,real,negative
PANC-1,WT1,0.005779821,real,negative
Hela,KO1,0.122709095,real,negative
PANC-1,OE2,0.00975785,real,negative
Hela,WT3,0.01804077,real,negative
PANC-1,WT3,0.047366098,real,negative
Hela,WT1,0.0642929,real,negative
PANC-1,WT1,0.042825118,real,negative
PANC-1,WT3,0.000212917,real,negative
Hela,WT2,0.31367144,real,negative
Hela,WT1,0.019297304,real,negative
PANC-1,WT1,0.006171899,real,negative
PANC-1,OE3,0.6529504,real,negative
Hela,KO1,0.1394143,real,negative
PANC-1,OE2,0.000463499,real,negative
PANC-1,OE1,0.009633374,real,negative
PANC-1,WT1,0.040616956,real,negative
Hela,KO3,0.75754064,real,negative
Hela,WT2,0.1493414,real,negative
Hela,KO3,0.20186228,real,negative
PANC-1,WT2,0.000471364,real,negative
PANC-1,WT2,0.001640074,real,negative
PANC-1,OE1,0.05425379,real,negative
Hela,KO3,0.2697159,real,negative
PANC-1,OE3,0.000457148,real,negative
Hela,WT3,0.44190434,real,negative
Hela,KO1,0.00666773,real,negative
Hela,KO3,0.5110208,real,negative
PANC-1,OE1,0.005583956,real,negative
PANC-1,WT2,0.04746835,real,negative
PANC-1,WT3,0.024467714,real,negative
PANC-1,WT2,0.000996362,real,negative
PANC-1,WT2,0.007312792,real,negative
PANC-1,OE2,0.008186407,real,negative
Hela,KO3,0.58917755,real,negative
Hela,KO1,0.6261031,real,negative
PANC-1,OE3,0.02297626,real,negative
Hela,WT1,0.10146846,real,negative
Hela,KO3,0.089854516,real,negative
Hela,WT3,0.29363996,real,negative
Hela,WT1,0.3618716,real,negative
Hela,WT1,0.32259306,real,negative
Hela,WT2,0.9499254,real,negative
PANC-1,OE2,0.42829657,real,negative
PANC-1,OE1,0.030761706,real,negative
PANC-1,OE2,0.014655568,real,negative
Hela,WT1,0.23439848,real,negative
PANC-1,WT1,0.004081269,real,negative
PANC-1,WT2,0.035094876,real,negative
Hela,WT3,0.6350524,real,negative
Hela,KO2,0.13109948,real,negative
Hela,KO2,0.14035864,real,negative
PANC-1,WT2,0.11670049,real,negative
Hela,KO1,0.012285837,real,negative
Hela,KO3,0.70915467,real,negative
Hela,KO3,0.78743553,real,negative
PANC-1,WT2,0.2000497,real,negative
Hela,KO3,0.32393122,real,negative
Hela,KO2,0.016764013,real,negative
PANC-1,OE2,0.042870846,real,negative
PANC-1,WT1,0.004293254,real,negative
Hela,KO1,0.07870721,real,negative
PANC-1,WT1,0.047957603,real,negative
PANC-1,OE3,0.007219864,real,negative
Hela,KO1,0.27935064,real,negative
Hela,WT3,0.07797137,real,negative
Hela,KO3,0.4358566,real,negative
Hela,KO2,0.33294305,real,negative
Hela,WT1,0.12334592,real,negative
Hela,WT3,0.85493815,real,negative
Hela,WT1,0.04523875,real,negative
PANC-1,OE2,0.16272199,real,negative
Hela,KO3,0.21734168,real,negative
Hela,KO1,0.3420423,real,negative
PANC-1,WT2,0.04686812,real,negative
Hela,KO3,0.047902662,real,negative
PANC-1,WT2,0.006304517,real,negative
PANC-1,OE1,0.007361117,real,negative
Hela,KO1,0.87987566,real,negative
PANC-1,OE1,9.14E-05,real,negative
Hela,KO1,0.4565276,real,negative
PANC-1,WT1,0.06478165,real,negative
Hela,WT2,0.32242456,real,negative
PANC-1,WT1,0.8746318,real,negative
PANC-1,OE2,0.007721211,real,negative
Hela,KO1,0.77169096,real,negative
Hela,WT2,0.2213212,real,negative
PANC-1,OE2,0.22918005,real,negative
Hela,KO1,0.04395796,real,negative
Hela,WT1,0.46282944,real,negative
Hela,KO3,0.010291821,real,negative
Hela,WT1,0.035911646,real,negative
PANC-1,OE1,0.061326332,real,negative
Hela,KO3,0.03602888,real,negative
PANC-1,OE1,0.000355187,real,negative
PANC-1,OE1,0.10136225,real,negative
PANC-1,WT2,0.039083563,real,negative
Hela,KO1,0.25163728,real,negative
PANC-1,OE1,0.0938542,real,negative
Hela,KO2,0.26974294,real,negative
PANC-1,OE1,0.29755372,real,negative
Hela,WT1,0.73263997,real,negative
PANC-1,WT3,0.007106558,real,negative
PANC-1,OE3,0.002351787,real,negative
PANC-1,OE3,0.002231478,real,negative
PANC-1,OE3,0.00415575,real,negative
Hela,KO1,0.121014126,real,negative
PANC-1,WT2,0.050440907,real,negative
Hela,WT1,0.015753,real,negative
PANC-1,WT3,0.6809904,real,negative
Hela,KO2,0.47872713,real,negative
PANC-1,OE2,0.009181484,real,negative
PANC-1,OE3,0.00459111,real,negative
Hela,KO1,0.002113652,real,negative
PANC-1,WT3,0.34785464,real,negative
PANC-1,WT2,0.003456661,real,negative
Hela,WT3,0.08814103,real,negative
Hela,KO1,0.03838221,real,negative
Hela,KO1,0.19188505,real,negative
Hela,KO1,0.23579788,real,negative
PANC-1,OE3,0.06373729,real,negative
Hela,WT2,0.1720161,real,negative
Hela,WT3,0.12535554,real,negative
PANC-1,WT3,0.004174583,real,negative
Hela,WT1,0.24255493,real,negative
Hela,KO3,0.051398896,real,negative
PANC-1,OE2,0.02706187,real,negative
PANC-1,WT1,0.28810573,real,negative
Hela,KO3,0.39195263,real,negative
Hela,KO1,0.5915724,real,negative
Hela,WT3,0.006688158,real,negative
PANC-1,WT1,0.07114211,real,negative
Hela,WT2,0.011928468,real,negative
PANC-1,OE1,0.008075727,real,negative
PANC-1,WT3,0.30105513,real,negative
Hela,WT3,0.15614836,real,negative
Hela,WT1,0.21443327,real,negative
Hela,WT2,0.44207525,real,negative
PANC-1,WT2,0.022313774,real,negative
PANC-1,WT1,0.002840358,real,negative
Hela,WT1,0.25935462,real,negative
Hela,KO1,0.007250545,real,negative
Hela,KO2,0.23420285,real,negative
Hela,WT3,0.16322887,real,negative
Hela,WT1,0.010265952,real,negative
Hela,KO2,0.7973558,real,negative
Hela,WT2,0.006489275,real,negative
Hela,KO2,0.30914104,real,negative
Hela,KO2,0.23857681,real,negative
Hela,KO2,0.7361407,real,negative
Hela,WT1,0.68402606,real,negative
PANC-1,OE3,0.004179872,real,negative
PANC-1,WT2,0.11145033,real,negative
PANC-1,OE1,0.007998411,real,negative
Hela,KO2,0.042882003,real,negative
Hela,KO2,0.19959712,real,negative
PANC-1,OE1,0.5614622,real,negative
Hela,WT1,0.01241067,real,negative
Hela,KO2,0.684821,real,negative
PANC-1,OE1,0.019699583,real,negative
Hela,WT3,0.8748301,real,negative
Hela,WT1,0.7355379,real,negative
PANC-1,WT2,0.001480886,real,negative
Hela,WT1,0.18959406,real,negative
PANC-1,WT3,0.00025954,real,negative
Hela,WT1,0.004487961,real,negative
Hela,WT1,0.7808089,real,negative
PANC-1,OE1,0.002698557,real,negative
PANC-1,WT3,0.004209064,real,negative
PANC-1,WT2,0.035876118,real,negative
PANC-1,WT1,0.000542288,real,negative
PANC-1,OE3,0.000540513,real,negative
Hela,WT3,0.18634759,real,negative
Hela,KO1,0.007383697,real,negative
Hela,WT1,0.8330358,real,negative
PANC-1,OE2,0.038576838,real,negative
PANC-1,WT1,0.007015811,real,negative
Hela,WT2,0.06965942,real,negative
PANC-1,OE3,0.07963613,real,negative
Hela,WT2,0.79360396,real,negative
Hela,KO3,0.99657696,real,negative
PANC-1,WT3,0.02345813,real,negative
PANC-1,OE1,0.002130374,real,negative
PANC-1,WT3,0.039724834,real,negative
PANC-1,WT2,0.00058085,real,negative
Hela,WT1,0.85973305,real,negative
PANC-1,OE2,0.07599238,real,negative
Hela,KO3,0.84250456,real,negative
Hela,WT2,0.6302896,real,negative
Hela,WT3,0.04572194,real,negative
PANC-1,WT2,0.035445645,real,negative
PANC-1,WT3,0.08485306,real,negative
Hela,WT1,0.16070661,real,negative
Hela,KO2,0.008737715,real,negative
Hela,WT1,0.17641512,real,negative
Hela,WT1,0.9793768,real,negative
