cell_line,condition,score,type,label
PANC-1,OE3,0.000545551,real,negative
PANC-1,WT3,0.08358627,real,negative
PANC-1,OE3,0.04039527,real,negative
Hela,KO1,0.11079872,real,negative
Hela,KO3,0.04970188,real,negative
Hela,WT3,0.8752305,real,negative
PANC-1,WT2,0.057807416,real,negative
PANC-1,OE3,0.7426633,real,negative
PANC-1,OE3,0.009183354,real,negative
PANC-1,OE3,0.10824447,real,negative
PANC-1,OE3,0.6762922,real,negative
Hela,WT1,0.050996166,real,negative
PANC-1,WT3,0.014536672,real,negative
PANC-1,OE2,0.046293166,real,negative
Hela,KO3,0.012457347,real,negative
Hela,WT3,0.49467,real,negative
Hela,WT3,0.48185313,real,negative
Hela,WT3,0.015726477,real,negative
PANC-1,WT1,0.20407827,real,negative
Hela,KO3,0.63031936,real,negative
PANC-1,WT2,0.06497603,real,negative
PANC-1,OE1,0.01060585,real,negative
Hela,WT1,0.018267138,real,negative
Hela,WT3,0.7709885,real,negative
Hela,KO3,0.9738433,real,positive
Hela,WT2,0.019565899,real,negative
Hela,WT1,0.6834111,real,negative
Hela,KO2,0.020543024,real,negative
PANC-1,WT2,0.016292617,real,negative
Hela,KO3,0.6357031,real,negative
PANC-1,OE1,0.001752626,real,negative
Hela,WT1,0.51648325,real,negative
PANC-1,OE2,0.32099828,real,negative
Hela,WT1,0.8050978,real,negative
Hela,KO2,0.047437977,real,negative
Hela,WT2,0.60415214,real,negative
Hela,WT2,0.5373673,real,negative
Hela,KO1,0.4141544,real,negative
PANC-1,WT3,0.07720132,real,negative
PANC-1,OE2,0.080987304,real,negative
Hela,KO1,0.014783608,real,negative
Hela,KO1,0.008631239,real,negative
PANC-1,OE3,0.11686746,real,negative
Hela,WT2,0.40819427,real,negative
PANC-1,OE3,0.27637607,real,negative
PANC-1,OE1,0.000611804,real,negative
PANC-1,OE1,0.026121734,real,negative
Hela,WT1,0.5560289,real,negative
Hela,WT2,0.5618243,real,negative
Hela,WT1,0.99434894,real,negative
Hela,WT1,0.4832087,real,negative
PANC-1,WT3,0.532685,real,negative
Hela,WT3,0.2457433,real,negative
PANC-1,OE2,0.006984157,real,negative
Hela,WT1,0.5415993,real,negative
Hela,KO2,0.95248425,real,negative
PANC-1,OE1,0.1366883,real,negative
Hela,WT1,0.18402976,real,negative
Hela,KO3,0.059556782,real,negative
Hela,WT3,0.55145663,real,negative
PANC-1,OE2,0.07640812,real,negative
PANC-1,WT2,0.021404421,real,negative
PANC-1,WT1,0.34604466,real,negative
PANC-1,OE1,0.3319436,real,negative
PANC-1,OE1,0.0195879,real,negative
PANC-1,OE3,0.000989245,real,negative
PANC-1,WT3,0.01725216,real,negative
PANC-1,OE2,0.004053096,real,negative
Hela,KO2,0.20786887,real,negative
Hela,KO3,0.008421068,real,negative
PANC-1,OE3,0.009059522,real,negative
PANC-1,OE2,0.024266573,real,negative
Hela,WT1,0.10159504,real,negative
Hela,WT3,0.18166134,real,negative
Hela,KO1,0.20001532,real,negative
PANC-1,OE2,0.000129824,real,negative
PANC-1,WT2,0.003007806,real,negative
PANC-1,OE2,0.021326642,real,negative
Hela,WT2,0.76158255,real,negative
Hela,WT1,0.2096092,real,negative
Hela,WT1,0.034852624,real,negative
PANC-1,WT2,0.007929111,real,negative
Hela,KO2,0.42651358,real,negative
Hela,KO1,0.32455418,real,negative
PANC-1,OE1,0.003545959,real,negative
Hela,KO2,0.9772275,real,negative
Hela,KO3,0.9201708,real,negative
Hela,KO2,0.18611589,real,negative
PANC-1,OE2,0.030247573,real,negative
Hela,WT1,0.2246415,real,negative
Hela,KO3,0.20484367,real,negative
Hela,KO3,0.00880804,real,negative
PANC-1,OE1,0.24778183,real,negative
PANC-1,OE3,0.004290128,real,negative
Hela,KO2,0.30391222,real,negative
Hela,WT1,0.07255003,real,negative
Hela,KO2,0.82042974,real,negative
PANC-1,WT3,0.016185915,real,negative
Hela,WT3,0.4760053,real,negative
Hela,KO3,0.57524794,real,negative
Hela,KO1,0.077050954,real,negative
Hela,WT2,0.07260366,real,negative
Hela,WT1,0.97938305,real,negative
Hela,WT3,0.303571,real,negative
PANC-1,WT2,0.0853043,real,negative
PANC-1,OE3,0.023368955,real,negative
Hela,KO2,0.013528756,real,negative
PANC-1,WT2,0.004191435,real,negative
PANC-1,OE1,0.000818902,real,negative
Hela,WT3,0.008126181,real,negative
PANC-1,WT1,0.001980709,real,negative
Hela,WT2,0.06739189,real,negative
PANC-1,WT1,0.000211313,real,negative
PANC-1,OE1,0.00268141,real,negative
PANC-1,WT1,0.013911246,real,negative
Hela,KO1,0.1691784,real,negative
PANC-1,OE2,0.20718649,real,negative
PANC-1,WT3,0.017883109,real,negative
Hela,WT2,0.53448516,real,negative
PANC-1,WT1,0.010142704,real,negative
Hela,KO3,0.96798706,real,negative
Hela,KO2,0.8788504,real,negative
Hela,KO1,0.18501382,real,negative
Hela,KO3,0.5279457,real,negative
PANC-1,WT3,0.35103542,real,negative
Hela,KO3,0.16564807,real,negative
PANC-1,WT3,0.002392331,real,negative
PANC-1,OE1,0.009617955,real,negative
PANC-1,OE1,0.011365308,real,negative
PANC-1,WT1,0.08141647,real,negative
Hela,KO1,0.006656462,real,negative
Hela,KO3,0.009841415,real,negative
PANC-1,WT1,0.011225265,real,negative
PANC-1,WT3,0.000492506,real,negative
PANC-1,OE3,0.049841978,real,negative
PANC-1,OE1,0.007036873,real,negative
Hela,KO1,0.4021743,real,negative
Hela,WT1,0.33310577,real,negative
PANC-1,WT2,0.004345717,real,negative
PANC-1,WT3,0.008243594,real,negative
Hela,KO3,0.33805645,real,negative
PANC-1,OE3,0.10992167,real,negative
PANC-1,OE1,0.102573276,real,negative
PANC-1,OE3,0.00241851,real,negative
PANC-1,OE2,0.019432247,real,negative
Hela,KO1,0.2416293,real,negative
PANC-1,WT3,0.002591784,real,negative
Hela,WT3,0.48505494,real,negative
PANC-1,OE3,0.008169822,real,negative
Hela,WT2,0.05689108,real,negative
PANC-1,WT1,0.017639132,real,negative
Hela,WT3,0.02404493,real,negative
Hela,WT2,0.002330616,real,negative
PANC-1,WT2,0.02581542,real,negative
PANC-1,WT1,0.004142139,real,negative
PANC-1,WT2,0.040278226,real,negative
Hela,WT3,0.7342917,real,negative
PANC-1,OE1,0.01622473,real,negative
Hela,WT3,0.014846051,real,negative
PANC-1,WT3,0.00320936,real,negative
Hela,KO3,0.1714529,real,negative
Hela,WT2,0.23411813,real,negative
PANC-1,WT1,0.27951548,real,negative
PANC-1,WT1,0.040064447,real,negative
PANC-1,WT2,0.052387256,real,negative
Hela,WT1,0.10404674,real,negative
Hela,WT1,0.063735835,real,negative
PANC-1,OE1,0.5786562,real,negative
Hela,KO2,0.96321326,real,negative
PANC-1,WT1,0.44179583,real,negative
PANC-1,OE3,0.8531292,real,negative
Hela,KO1,0.011772649,real,negative
Hela,WT3,0.3739619,real,negative
PANC-1,WT3,0.004607908,real,negative
Hela,KO1,0.19514519,real,negative
PANC-1,OE1,0.22398822,real,negative
PANC-1,WT1,0.000243873,real,negative
Hela,KO2,0.46715608,real,negative
Hela,WT3,0.022918988,real,negative
PANC-1,OE2,0.013199232,real,negative
PANC-1,WT3,0.53480405,real,negative
Hela,KO3,0.051504157,real,negative
Hela,KO1,0.8381605,real,negative
Hela,WT3,0.08094868,real,negative
Hela,WT2,0.7242308,real,negative
Hela,WT2,0.43445376,real,negative
Hela,KO3,0.87453866,real,negative
Hela,KO2,0.86290085,real,negative
PANC-1,WT1,0.41544685,real,negative
PANC-1,OE3,0.001204294,real,negative
PANC-1,OE2,0.00657147,real,negative
PANC-1,WT1,0.026200797,real,negative
Hela,KO1,0.11722082,real,negative
Hela,KO3,0.09205021,real,negative
PANC-1,OE2,0.10690969,real,negative
Hela,WT3,0.9731505,real,positive
PANC-1,WT3,0.014606465,real,negative
Hela,KO1,0.05354052,real,negative
PANC-1,OE3,0.002213298,real,negative
Hela,KO2,0.06116941,real,negative
PANC-1,OE3,0.019047277,real,negative
PANC-1,OE2,0.05782495,real,negative
Hela,WT1,0.12866631,real,negative
Hela,KO2,0.78268296,real,negative
PANC-1,OE3,0.01273199,real,negative
PANC-1,OE3,0.01156808,real,negative
PANC-1,WT2,0.105696715,real,negative
Hela,WT1,0.39707667,real,negative
PANC-1,OE1,0.12888975,real,negative
Hela,KO3,0.00223876,real,negative
PANC-1,OE2,0.098515004,real,negative
Hela,KO2,0.19091602,real,negative
PANC-1,OE2,0.15783146,real,negative
PANC-1,WT3,0.001800692,real,negative
Hela,WT1,0.014405037,real,negative
PANC-1,OE1,0.000241222,real,negative
Hela,WT2,0.81779593,real,negative
PANC-1,WT3,0.003609072,real,negative
Hela,WT1,0.78452206,real,negative
PANC-1,OE3,0.010606973,real,negative
PANC-1,OE3,0.16948162,real,negative
Hela,KO2,0.15509015,real,negative
Hela,KO3,0.022285309,real,negative
Hela,WT1,0.30112806,real,negative
Hela,KO3,0.9003138,real,negative
Hela,KO2,0.45551473,real,negative
Hela,WT1,0.008058503,real,negative
PANC-1,WT2,0.00250754,real,negative
PANC-1,WT3,0.041061383,real,negative
PANC-1,OE1,0.3637492,real,negative
Hela,KO3,0.097917385,real,negative
PANC-1,OE1,0.2100476,real,negative
PANC-1,OE1,0.9540747,real,negative
PANC-1,WT2,0.001313205,real,negative
Hela,KO1,0.08342409,real,negative
PANC-1,WT3,0.009825898,real,negative
PANC-1,OE3,0.0123338,real,negative
Hela,WT3,0.005852005,real,negative
Hela,KO3,0.12628941,real,negative
Hela,KO3,0.2190189,real,negative
Hela,WT3,0.25744253,real,negative
Hela,WT1,0.014980837,real,negative
Hela,KO1,0.73862714,real,negative
Hela,WT2,0.08019835,real,negative
PANC-1,OE2,0.00266132,real,negative
Hela,KO2,0.006431326,real,negative
Hela,WT1,0.42037264,real,negative
Hela,KO1,0.027558453,real,negative
Hela,KO1,0.46757397,real,negative
PANC-1,WT3,0.5706955,real,negative
PANC-1,WT2,0.04030002,real,negative
PANC-1,WT3,0.002248267,real,negative
Hela,WT2,0.006709917,real,negative
PANC-1,OE2,0.019185843,real,negative
PANC-1,WT1,0.001229843,real,negative
Hela,KO2,0.19494624,real,negative
PANC-1,WT1,0.062602,real,negative
Hela,WT3,0.6958923,real,negative
PANC-1,OE2,0.001365656,real,negative
PANC-1,OE1,0.000269648,real,negative
Hela,WT2,0.29255342,real,negative
Hela,WT1,0.4759473,real,negative
Hela,KO2,0.85673326,real,negative
Hela,WT1,0.17983344,real,negative
Hela,KO2,0.041132882,real,negative
Hela,KO2,0.76603115,real,negative
Hela,WT2,0.29820088,real,negative
PANC-1,WT1,0.000830009,real,negative
PANC-1,WT3,0.000135676,real,negative
Hela,KO2,0.032659844,real,negative
Hela,KO1,0.20883417,real,negative
PANC-1,OE2,0.05283348,real,negative
PANC-1,OE3,0.349907,real,negative
Hela,KO2,0.71936727,real,negative
Hela,WT2,0.8776932,real,negative
PANC-1,WT1,0.006680626,real,negative
Hela,KO1,0.5312189,real,negative
Hela,WT2,0.6138072,real,negative
Hela,WT1,0.9727633,real,negative
Hela,KO1,0.074990235,real,negative
Hela,KO1,0.39909187,real,negative
Hela,KO2,0.5890988,real,negative
PANC-1,WT1,0.014145974,real,negative
Hela,WT2,0.19241206,real,negative
PANC-1,OE3,0.009793328,real,negative
Hela,KO1,0.072793834,real,negative
Hela,WT1,0.07288305,real,negative
Hela,KO3,0.9234507,real,negative
Hela,WT2,0.9477766,real,negative
Hela,KO2,0.008219573,real,negative
PANC-1,OE3,0.40439016,real,negative
Hela,KO3,0.77220285,real,negative
PANC-1,OE2,0.003603905,real,negative
PANC-1,WT1,0.004279704,real,negative
Hela,WT1,0.29608792,real,negative
PANC-1,OE3,0.036285438,real,negative
PANC-1,WT1,0.014518521,real,negative
PANC-1,OE3,0.001673134,real,negative
PANC-1,WT2,0.07909019,real,negative
Hela,KO1,0.59152937,real,negative
PANC-1,WT1,0.010287903,real,negative
PANC-1,WT1,0.004899808,real,negative
Hela,WT1,0.2785172,real,negative
Hela,KO2,0.004081029,real,negative
Hela,WT2,0.8451429,real,negative
PANC-1,OE1,0.108124085,real,negative
Hela,WT1,0.016420621,real,negative
Hela,KO2,0.05345904,real,negative
Hela,WT3,0.45021385,real,negative
Hela,KO2,0.16952032,real,negative
PANC-1,WT1,0.003939608,real,negative
PANC-1,WT1,0.3020838,real,negative
Hela,WT3,0.18224484,real,negative
Hela,KO2,0.40267375,real,negative
Hela,WT2,0.036237262,real,negative
Hela,KO3,0.13819289,real,negative
PANC-1,OE2,0.007870996,real,negative
PANC-1,WT1,0.002143685,real,negative
PANC-1,OE1,0.002141526,real,negative
Hela,WT2,0.027407581,real,negative
Hela,KO1,0.33076835,real,negative
PANC-1,OE3,0.09933471,real,negative
PANC-1,OE1,0.011040289,real,negative
PANC-1,OE3,0.000865486,real,negative
Hela,WT1,0.1798522,real,negative
PANC-1,WT1,0.021022612,real,negative
PANC-1,WT1,0.043390255,real,negative
PANC-1,WT3,0.002104851,real,negative
Hela,KO1,0.9370651,real,negative
PANC-1,OE1,0.00190456,real,negative
PANC-1,OE2,0.019036131,real,negative
Hela,KO3,0.83389485,real,negative
Hela,KO1,0.29496366,real,negative
PANC-1,OE1,0.009237672,real,negative
PANC-1,WT1,0.000148585,real,negative
PANC-1,OE2,0.017617984,real,negative
Hela,KO1,0.012497435,real,negative
Hela,KO1,0.919735,real,negative
Hela,KO2,0.4822224,real,negative
PANC-1,OE3,0.000941879,real,negative
Hela,KO2,0.7725779,real,negative
PANC-1,OE3,0.6229272,real,negative
PANC-1,OE2,0.09195163,real,negative
Hela,WT3,0.22712454,real,negative
Hela,WT2,0.5633768,real,negative
PANC-1,OE1,0.033449233,real,negative
Hela,KO1,0.04093429,real,negative
Hela,KO1,0.012410974,real,negative
Hela,KO2,0.18380329,real,negative
Hela,WT2,0.047631472,real,negative
Hela,KO2,0.72205406,real,negative
PANC-1,WT3,0.008531377,real,negative
PANC-1,OE1,0.029285284,real,negative
Hela,WT1,0.23225877,real,negative
Hela,WT1,0.45823303,real,negative
Hela,KO1,0.7470487,real,negative
Hela,WT1,0.4663688,real,negative
PANC-1,WT2,0.033387434,real,negative
Hela,WT3,0.07052378,real,negative
PANC-1,WT1,0.012799626,real,negative
Hela,WT3,0.93186635,real,negative
PANC-1,OE3,0.30363554,real,negative
Hela,WT2,0.96463394,real,negative
PANC-1,WT2,0.02039311,real,negative
PANC-1,WT2,0.007477969,real,negative
Hela,KO2,0.031302497,real,negative
Hela,KO2,0.246922,real,negative
PANC-1,WT2,0.044401206,real,negative
Hela,WT1,0.054567877,real,negative
PANC-1,OE1,0.9082508,real,negative
PANC-1,WT1,0.115996234,real,negative
Hela,KO2,0.10929913,real,negative
Hela,WT1,0.674634,real,negative
PANC-1,WT1,0.11958862,real,negative
PANC-1,OE1,0.042630132,real,negative
Hela,WT3,0.076605834,real,negative
PANC-1,WT3,0.18788028,real,negative
PANC-1,OE3,0.7303008,real,negative
Hela,WT2,0.9641859,real,negative
PANC-1,WT2,0.2575873,real,negative
PANC-1,WT1,0.039773244,real,negative
Hela,WT1,0.06576497,real,negative
PANC-1,OE1,0.106081784,real,negative
PANC-1,OE3,0.044858947,real,negative
PANC-1,OE2,0.001649094,real,negative
PANC-1,OE2,0.3386641,real,negative
Hela,WT2,0.5421017,real,negative
PANC-1,WT2,0.005155711,real,negative
Hela,WT2,0.3493817,real,negative
PANC-1,OE1,0.007924004,real,negative
Hela,WT3,0.19584171,real,negative
PANC-1,OE2,0.19815621,real,negative
PANC-1,OE2,0.31902072,real,negative
PANC-1,OE1,0.07932552,real,negative
PANC-1,WT2,0.004859737,real,negative
PANC-1,WT1,0.091318436,real,negative
Hela,WT2,0.19612516,real,negative
PANC-1,WT2,0.003727817,real,negative
Hela,WT2,0.06211341,real,negative
PANC-1,WT3,0.000747716,real,negative
Hela,WT2,0.07998195,real,negative
Hela,WT1,0.82445294,real,negative
PANC-1,OE3,0.02035121,real,negative
Hela,KO2,0.78885895,real,negative
Hela,WT3,0.9619897,real,negative
PANC-1,OE3,0.017251061,real,negative
Hela,KO2,0.012960872,real,negative
PANC-1,WT3,0.045207348,real,negative
PANC-1,WT1,0.046738178,real,negative
PANC-1,OE2,0.007909648,real,negative
PANC-1,WT2,0.25827354,real,negative
PANC-1,WT2,0.017905056,real,negative
PANC-1,OE3,0.039566647,real,negative
Hela,WT1,0.8396548,real,negative
PANC-1,OE2,0.31747904,real,negative
PANC-1,OE3,0.011022815,real,negative
PANC-1,WT1,0.002956181,real,negative
Hela,KO1,0.08864915,real,negative
Hela,WT3,0.32776374,real,negative
PANC-1,OE1,0.004797056,real,negative
PANC-1,WT3,0.5544343,real,negative
Hela,WT2,0.88396645,real,negative
Hela,WT1,0.42217886,real,negative
PANC-1,WT2,0.001813369,real,negative
Hela,WT3,0.087871656,real,negative
Hela,KO2,0.1868777,real,negative
Hela,KO1,0.20085442,real,negative
PANC-1,WT3,0.03643589,real,negative
PANC-1,OE3,0.007187024,real,negative
Hela,WT3,0.39060384,real,negative
Hela,KO2,0.2636362,real,negative
PANC-1,WT3,0.16198495,real,negative
Hela,WT3,0.987778,real,negative
PANC-1,WT3,0.000546478,real,negative
PANC-1,OE3,0.04944823,real,negative
Hela,WT3,0.7134357,real,negative
PANC-1,WT1,0.081306934,real,negative
Hela,WT2,0.9764306,real,negative
PANC-1,OE3,0.001106162,real,negative
Hela,KO1,0.04319144,real,negative
PANC-1,WT3,0.057760358,real,negative
Hela,WT2,0.2439521,real,negative
PANC-1,OE3,0.13698028,real,negative
PANC-1,WT1,0.000245835,real,negative
Hela,WT3,0.021017652,real,negative
Hela,WT2,0.002173571,real,negative
PANC-1,WT1,0.061085094,real,negative
Hela,WT3,0.83831173,real,negative
PANC-1,OE2,0.74366695,real,negative
PANC-1,OE1,0.38781244,real,negative
PANC-1,OE2,0.010196818,real,negative
Hela,KO3,0.5933612,real,negative
PANC-1,WT1,0.019468486,real,negative
Hela,KO1,0.6813707,real,negative
Hela,KO3,0.36616567,real,negative
PANC-1,OE3,0.012661539,real,negative
PANC-1,OE2,0.41352302,real,negative
Hela,WT1,0.31736037,real,negative
PANC-1,OE2,0.007753846,real,negative
PANC-1,WT1,0.00018849,real,negative
Hela,KO2,0.70676273,real,negative
PANC-1,OE1,0.025937527,real,negative
Hela,WT1,0.045600954,real,negative
PANC-1,WT2,0.009334118,real,negative
PANC-1,WT2,0.016870813,real,negative
PANC-1,WT3,0.008758179,real,negative
Hela,KO2,0.40636992,real,negative
PANC-1,OE1,0.003932655,real,negative
Hela,WT2,0.04921284,real,negative
Hela,WT3,0.06550329,real,negative
Hela,WT2,0.13946392,real,negative
PANC-1,WT2,0.00443812,real,negative
PANC-1,WT3,0.01860886,real,negative
Hela,KO3,0.023352962,real,negative
PANC-1,WT1,0.036223393,real,negative
Hela,WT2,0.8048234,real,negative
Hela,WT3,0.027934337,real,negative
Hela,KO3,0.16312727,real,negative
Hela,KO3,0.71475345,real,negative
Hela,WT2,0.0940115,real,negative
Hela,KO2,0.036133226,real,negative
PANC-1,OE2,0.028999267,real,negative
PANC-1,WT2,0.005526699,real,negative
PANC-1,OE2,0.49463144,real,negative
PANC-1,OE1,0.025531773,real,negative
Hela,KO1,0.6962937,real,negative
PANC-1,OE2,0.030138714,real,negative
Hela,KO1,0.02641619,real,negative
PANC-1,WT1,0.1590992,real,negative
Hela,WT1,0.15427503,real,negative
PANC-1,WT3,0.04206571,real,negative
PANC-1,OE2,0.011067948,real,negative
Hela,KO3,0.1851233,real,negative
PANC-1,OE1,0.007687836,real,negative
PANC-1,OE2,0.008414227,real,negative
Hela,WT3,0.036666878,real,negative
Hela,WT1,0.97974557,real,positive
Hela,KO2,0.25241223,real,negative
Hela,WT1,0.055802632,real,negative
Hela,WT1,0.32107842,real,negative
Hela,KO2,0.036375318,real,negative
PANC-1,WT2,0.023054065,real,negative
PANC-1,OE1,0.014441872,real,negative
Hela,WT1,0.8479723,real,negative
PANC-1,WT3,0.2025672,real,negative
Hela,KO3,0.40268332,real,negative
Hela,WT1,0.5773016,real,negative
PANC-1,OE3,0.002078702,real,negative
PANC-1,OE1,0.03953275,real,negative
PANC-1,OE2,0.005509729,real,negative
Hela,KO3,0.38911507,real,negative
PANC-1,WT1,0.14340945,real,negative
PANC-1,WT1,0.05802706,real,negative
PANC-1,OE2,0.005759476,real,negative
PANC-1,OE2,0.012744174,real,negative
Hela,WT3,0.055878397,real,negative
PANC-1,WT1,0.000792382,real,negative
PANC-1,OE1,0.6891261,real,negative
Hela,WT3,0.012425873,real,negative
PANC-1,OE3,0.052176714,real,negative
Hela,KO3,0.092928745,real,negative
Hela,KO1,0.009109234,real,negative
Hela,KO1,0.5639405,real,negative
Hela,KO2,0.06583046,real,negative
PANC-1,OE2,0.002152675,real,negative
PANC-1,OE2,0.07061805,real,negative
Hela,KO2,0.03636865,real,negative
Hela,WT3,0.07754444,real,negative
Hela,WT3,0.49468914,real,negative
Hela,WT1,0.43339,real,negative
Hela,KO2,0.70220953,real,negative
PANC-1,WT1,0.001274686,real,negative
PANC-1,WT1,0.29437068,real,negative
Hela,KO2,0.04169368,real,negative
PANC-1,WT2,0.002356705,real,negative
PANC-1,WT1,0.031371236,real,negative
Hela,WT3,0.003616826,real,negative
Hela,WT3,0.7179105,real,negative
PANC-1,OE3,0.13500676,real,negative
Hela,WT3,0.9900058,real,positive
PANC-1,OE1,0.06953356,real,negative
Hela,WT1,0.15442462,real,negative
PANC-1,WT2,0.023565006,real,negative
Hela,WT1,0.92899793,real,positive
PANC-1,WT1,0.004364251,real,negative
Hela,WT2,0.2252116,real,negative
Hela,WT1,0.024256978,real,negative
PANC-1,OE2,0.002757011,real,negative
Hela,KO3,0.024923196,real,negative
Hela,WT3,0.65060014,real,negative
PANC-1,WT1,0.012534264,real,negative
PANC-1,OE3,0.1359722,real,negative
Hela,WT2,0.034455016,real,negative
PANC-1,OE3,0.7495034,real,negative
Hela,KO1,0.20486598,real,negative
PANC-1,WT2,0.042329405,real,negative
Hela,KO3,0.05836789,real,negative
PANC-1,OE2,0.17791705,real,negative
PANC-1,WT3,0.002555172,real,negative
Hela,WT2,0.3193084,real,negative
PANC-1,OE1,0.15445837,real,negative
PANC-1,WT2,0.002700614,real,negative
PANC-1,OE1,0.022630101,real,negative
PANC-1,WT2,0.003382347,real,negative
PANC-1,OE2,0.024545072,real,negative
Hela,KO3,0.3760612,real,negative
PANC-1,WT3,0.004118045,real,negative
Hela,KO1,0.32661065,real,negative
Hela,WT3,0.7864062,real,negative
Hela,WT1,0.078456834,real,negative
Hela,WT1,0.49255502,real,negative
Hela,WT2,0.04452159,real,negative
Hela,KO2,0.064772174,real,negative
PANC-1,OE1,0.004884017,real,negative
Hela,KO2,0.05389049,real,negative
PANC-1,OE2,0.002146578,real,negative
PANC-1,OE3,0.26935413,real,negative
Hela,KO3,0.20572817,real,negative
Hela,WT2,0.83492786,real,negative
PANC-1,OE2,0.007634876,real,negative
PANC-1,OE1,0.005611981,real,negative
Hela,WT2,0.43006518,real,negative
PANC-1,OE1,0.25901264,real,negative
Hela,WT2,0.22800365,real,negative
PANC-1,OE3,0.000361245,real,negative
Hela,WT1,0.2060038,real,negative
PANC-1,OE1,0.00053156,real,negative
Hela,KO3,0.020678326,real,negative
PANC-1,OE1,0.40568575,real,negative
Hela,KO1,0.3330328,real,negative
PANC-1,OE3,0.07248319,real,negative
PANC-1,WT3,0.001118745,real,negative
Hela,WT3,0.64596534,real,negative
PANC-1,OE3,0.12467662,real,negative
PANC-1,OE2,0.18327832,real,negative
PANC-1,OE3,0.011576331,real,negative
PANC-1,WT3,0.026107753,real,negative
Hela,WT3,0.04243475,real,negative
Hela,KO1,0.3033074,real,negative
PANC-1,WT1,0.003076189,real,negative
Hela,WT2,0.110018834,real,negative
Hela,WT3,0.47711557,real,negative
Hela,WT1,0.021468092,real,negative
Hela,KO1,0.28631726,real,negative
Hela,WT1,0.018586377,real,negative
PANC-1,WT3,0.021783814,real,negative
PANC-1,OE3,0.016956283,real,negative
Hela,KO1,0.14026818,real,negative
Hela,KO3,0.08221207,real,negative
Hela,KO3,0.62440073,real,negative
Hela,KO3,0.74525976,real,negative
Hela,KO2,0.61375105,real,negative
Hela,KO3,0.00749631,real,negative
PANC-1,OE3,0.008468871,real,negative
Hela,WT3,0.7867135,real,negative
PANC-1,WT3,0.29516104,real,negative
PANC-1,WT1,0.01584653,real,negative
PANC-1,OE2,0.14868766,real,negative
PANC-1,OE1,0.006284155,real,negative
PANC-1,WT1,0.000190957,real,negative
Hela,WT2,0.10417539,real,negative
PANC-1,OE3,0.004221279,real,negative
PANC-1,WT1,0.009852462,real,negative
PANC-1,OE3,0.004439903,real,negative
Hela,KO1,0.01792081,real,negative
PANC-1,WT3,0.08864044,real,negative
PANC-1,OE3,0.030430002,real,negative
PANC-1,OE3,0.001218771,real,negative
PANC-1,OE3,0.000563377,real,negative
Hela,WT1,0.042532764,real,negative
Hela,KO2,0.5589439,real,negative
PANC-1,OE1,0.001857164,real,negative
PANC-1,WT2,0.35449326,real,negative
Hela,KO3,0.23694989,real,negative
Hela,WT3,0.27769938,real,negative
Hela,KO3,0.5204707,real,negative
PANC-1,WT3,0.000864427,real,negative
PANC-1,WT1,0.011284579,real,negative
PANC-1,OE3,0.087395005,real,negative
Hela,WT2,0.110274665,real,negative
PANC-1,WT2,0.31391102,real,negative
Hela,WT3,0.06361484,real,negative
Hela,WT2,0.2205665,real,negative
Hela,WT2,0.015307461,real,negative
PANC-1,OE2,0.9684641,real,negative
PANC-1,OE1,0.92633665,real,negative
PANC-1,OE3,0.017244063,real,negative
Hela,KO1,0.16580974,real,negative
Hela,WT3,0.9592285,real,negative
Hela,WT3,0.29171848,real,negative
PANC-1,WT1,0.15144919,real,negative
PANC-1,WT2,0.16013984,real,negative
Hela,WT1,0.71825254,real,negative
Hela,KO3,0.33968055,real,negative
PANC-1,OE2,0.13629402,real,negative
PANC-1,OE2,0.015347295,real,negative
Hela,KO3,0.36900797,real,negative
Hela,WT3,0.116360344,real,negative
PANC-1,WT3,0.000781972,real,negative
PANC-1,WT3,0.02908551,real,negative
Hela,KO3,0.004879966,real,negative
PANC-1,WT3,4.41E-05,real,negative
Hela,WT2,0.96278256,real,positive
PANC-1,WT2,0.011426199,real,negative
PANC-1,WT2,0.003272805,real,negative
Hela,WT1,0.19866118,real,negative
Hela,KO3,0.85080594,real,negative
PANC-1,WT1,0.000478047,real,negative
PANC-1,OE2,0.06973329,real,negative
Hela,WT2,0.68552315,real,negative
PANC-1,WT2,0.14925446,real,negative
PANC-1,OE3,0.013466951,real,negative
Hela,WT2,0.22716345,real,negative
PANC-1,WT2,0.033100482,real,negative
Hela,WT3,0.042791188,real,negative
PANC-1,OE3,0.19872598,real,negative
Hela,WT2,0.30334422,real,negative
Hela,WT3,0.81311846,real,negative
PANC-1,OE1,0.000267193,real,negative
Hela,KO3,0.029170092,real,negative
Hela,KO2,0.5185547,real,negative
PANC-1,OE3,0.12301651,real,negative
PANC-1,OE2,0.008853416,real,negative
Hela,WT1,0.22875154,real,negative
PANC-1,OE1,0.005852044,real,negative
Hela,KO3,0.14026518,real,negative
Hela,KO1,0.7959539,real,negative
PANC-1,OE1,0.008622087,real,negative
Hela,KO2,0.06180924,real,negative
Hela,KO3,0.09113648,real,negative
Hela,WT3,0.20871483,real,negative
PANC-1,WT1,0.01743197,real,negative
Hela,WT1,0.3893982,real,negative
Hela,WT2,0.10694882,real,negative
PANC-1,OE3,0.02519292,real,negative
Hela,WT1,0.11761085,real,negative
PANC-1,WT1,0.008581237,real,negative
Hela,WT3,0.14694192,real,negative
PANC-1,WT1,0.3721959,real,negative
PANC-1,WT1,0.47741166,real,negative
